Category.Field.ID	Description	Participants	Total.item.count..includes.1.or.more.visits.	new_col_name	link	value_to_detect	date_col	field_category
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Chronic_ischaemic_heart_disease_unspecified			p40000_i0_Date_of_death_._Instance_31	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Alzheimer_disease_unspecified			p40000_i0_Date_of_death_._Instance_28	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_rectosigmoid_junction			p40000_i0_Date_of_death_._Instance_3	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_rectosigmoid_junction			p40000_i0_Date_of_death_._Instance_3	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_rectosigmoid_junction			p40000_i0_Date_of_death_._Instance_3	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_rectosigmoid_junction			p40000_i0_Date_of_death_._Instance_3	Health outcomes:Externally sourced health outcomes:Death register
